,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team
3034,121,Aug 18,False,BOS,"W,5-2",37,30,5,7,1,0,0,5,6,1,7,0,0,1,0,0,2,0,0.237,0.327,0.395,0.722,8,9,R,N.Pivetta(29),NYY
3035,122,Aug 19,False,MIN,"W,7-5",33,30,7,7,3,1,2,7,2,0,8,0,0,1,0,0,1,0,0.237,0.326,0.397,0.723,2,10,R,J.Gant(41),NYY
3036,123,Aug 20,False,MIN,"W,10-2",41,32,10,10,1,0,3,10,7,0,7,2,0,0,0,1,0,0,0.238,0.328,0.399,0.726,7,10,L,C.Barnes(20),NYY
3037,124,Aug 21,False,MIN,"W,7-1",37,33,7,8,3,0,1,6,2,0,9,2,0,0,1,0,1,0,0.238,0.328,0.399,0.726,6,10,R,K.Maeda(39),NYY
3038,125,Aug 23,True,ATL,"W,5-1",38,33,5,6,2,0,1,5,4,0,13,1,0,0,0,0,1,0,0.238,0.327,0.398,0.726,6,14,R,H.Ynoa(60),NYY
3039,126,Aug 24,True,ATL,"W,5-4",37,34,5,7,1,0,3,5,3,0,15,0,0,0,0,0,1,0,0.237,0.327,0.399,0.726,5,18,R,C.Morton(48),NYY
3040,127,Aug 26,True,OAK,"W,7-6",39,35,7,9,3,0,3,7,4,0,9,0,0,0,0,0,1,1,0.238,0.327,0.401,0.728,5,12,R,J.Kaprielian(38),NYY
3041,128,Aug 27,True,OAK,"W,8-2",42,41,8,14,2,0,4,8,0,0,8,1,0,0,0,0,0,0,0.239,0.327,0.404,0.731,7,10,L,S.Manaea(34),NYY
3042,129,Aug 28,True,OAK,"L,2-3",32,31,2,5,1,0,1,2,1,0,7,0,0,0,0,1,0,0,0.238,0.326,0.403,0.729,3,10,R,F.Montas(78),NYY
3043,130,Aug 29,True,OAK,"L,1-3",35,30,1,5,0,0,0,0,4,0,7,1,0,0,1,2,0,1,0.237,0.326,0.401,0.727,7,11,R,P.Blackburn(57),NYY
3044,131,Aug 30,True,LAA,"L,7-8",39,35,7,9,2,0,1,6,4,0,12,0,0,0,0,1,0,0,0.238,0.326,0.401,0.727,5,11,R,M.Mayers(43),NYY
3045,132,Aug 31,True,LAA,"L,4-6",37,32,4,11,2,0,2,4,3,0,8,1,0,1,0,5,1,0,0.238,0.327,0.403,0.729,6,11,R,J.Barria(43),NYY
3046,133,Sep 1,True,LAA,"W,4-1",37,33,4,8,1,0,1,4,3,0,7,1,0,0,0,1,0,1,0.238,0.327,0.402,0.729,6,9,L,P.Naughton(37),NYY
3047,134,Sep 3,False,BAL,"W,4-3",40,36,4,6,2,0,1,4,3,0,12,0,0,1,1,0,0,0,0.238,0.326,0.401,0.727,6,10,L,J.Means(56),NYY
3048,135,Sep 4,False,BAL,"L,3-4",35,31,3,4,1,0,1,3,4,0,7,0,0,0,1,1,0,0,0.237,0.325,0.4,0.726,5,13,R,C.Ellis(64),NYY
3049,136,Sep 5,False,BAL,"L,7-8",41,34,7,7,0,0,2,7,6,0,8,1,0,0,0,0,0,0,0.237,0.325,0.4,0.726,7,10,L,K.Akin(43),NYY
3050,137,Sep 6,False,TOR,"L,0-8",30,30,0,5,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0.236,0.324,0.399,0.723,3,11,L,H.Ryu(72),NYY
3051,138,Sep 7,False,TOR,"L,1-5",34,34,1,8,0,0,0,1,0,0,8,0,0,0,0,1,1,0,0.236,0.324,0.398,0.721,6,9,L,S.Matz(60),NYY
3052,139,Sep 8,False,TOR,"L,3-6",37,33,3,7,0,0,1,3,4,0,10,0,0,0,0,1,0,0,0.236,0.323,0.397,0.72,7,11,R,A.Manoah(48),NYY
3053,140,Sep 9,False,TOR,"L,4-6",36,33,4,9,0,0,3,4,2,0,11,1,0,0,0,2,0,0,0.236,0.324,0.398,0.721,5,11,R,J.Berrios(62),NYY
3054,141,Sep 10,True,NYM,"L,3-10",34,33,3,7,1,1,2,3,1,0,10,0,0,0,0,1,0,0,0.236,0.323,0.399,0.722,4,15,R,T.Megill(70),NYY
3055,142,Sep 11,True,NYM,"W,8-7",38,37,8,10,0,0,4,7,1,0,11,0,0,0,0,0,0,0,0.237,0.323,0.4,0.723,3,18,R,T.Walker(47),NYY
3056,143,Sep 12,True,NYM,"L,6-7",40,32,6,7,1,0,2,6,7,0,13,0,0,1,0,1,0,0,0.236,0.323,0.4,0.723,7,16,R,C.Carrasco(54),NYY
3057,144,Sep 13,False,MIN,"W,6-5",36,30,6,5,1,0,2,6,5,0,8,0,0,1,0,2,1,0,0.236,0.323,0.4,0.723,2,12,R,J.Gant(51),NYY
3058,145,Sep 14,True,BAL,"W,7-2",41,37,7,13,0,0,5,7,3,0,4,1,0,0,0,3,1,0,0.237,0.323,0.403,0.726,7,11,L,A.Wells(30),NYY
3059,146,Sep 15,True,BAL,"W,4-3",38,35,4,7,1,0,1,4,3,0,6,0,0,0,0,0,2,0,0.237,0.323,0.402,0.725,7,11,L,J.Means(55),NYY
3060,147,Sep 16,True,BAL,"L,2-3",41,35,2,7,2,0,1,2,6,1,8,0,0,0,0,1,0,1,0.236,0.323,0.402,0.725,9,11,R,C.Ellis(49),NYY
3061,148,Sep 17,False,CLE,"W,8-0",36,34,8,11,0,0,5,8,2,0,8,0,0,0,0,1,0,0,0.237,0.323,0.405,0.728,4,10,R,Z.Plesac(43),NYY
3062,149,Sep 18,False,CLE,"L,3-11",37,32,3,8,1,0,2,3,4,0,6,1,0,0,0,2,0,1,0.237,0.323,0.405,0.728,7,10,R,A.Civale(67),NYY
3063,150,Sep 19,False,CLE,"L,1-11",33,33,1,8,2,0,1,1,0,0,11,0,0,0,0,2,0,0,0.237,0.323,0.405,0.728,5,11,R,E.Morgan(59),NYY
3064,151,Sep 20,False,TEX,"W,4-3",37,29,4,7,0,0,1,4,7,0,6,0,0,1,0,1,0,0,0.237,0.323,0.405,0.728,9,9,R,A.Alexy(31),NYY
3065,152,Sep 21,False,TEX,"W,7-1",35,31,7,9,2,0,3,7,2,0,9,2,0,0,0,2,0,0,0.237,0.323,0.406,0.73,4,10,R,D.Dunning(46),NYY
3066,153,Sep 22,False,TEX,"W,7-3",37,31,7,9,3,0,1,5,6,0,8,0,0,0,0,1,2,0,0.238,0.324,0.407,0.731,6,12,L,T.Hearn(47),NYY
3067,154,Sep 24,True,BOS,"W,8-3",44,41,8,15,4,0,2,8,3,0,7,0,0,0,0,0,0,1,0.239,0.325,0.408,0.733,9,9,R,N.Eovaldi(14),NYY
3068,155,Sep 25,True,BOS,"W,5-3",35,30,5,4,1,0,1,4,4,0,12,1,0,0,0,1,1,0,0.238,0.324,0.407,0.732,3,10,R,N.Pivetta(65),NYY
3069,156,Sep 26,True,BOS,"W,6-3",37,33,6,10,2,0,1,5,3,0,10,1,0,0,0,2,0,2,0.239,0.325,0.408,0.732,4,10,L,E.Rodriguez(54),NYY
3070,157,Sep 28,True,TOR,"W,7-2",41,36,7,11,1,0,3,7,4,0,8,0,0,1,0,1,0,0,0.239,0.325,0.409,0.734,7,9,L,H.Ryu(41),NYY
3071,158,Sep 29,True,TOR,"L,5-6",35,33,5,7,3,0,0,5,0,0,10,1,0,1,0,0,0,0,0.239,0.324,0.408,0.733,3,12,R,J.Berrios(59),NYY
3072,159,Sep 30,True,TOR,"W,6-2",37,33,6,6,0,0,5,6,4,0,11,0,0,0,0,0,0,0,0.239,0.324,0.41,0.734,4,11,L,R.Ray(41),NYY
3073,160,Oct 1,False,TBR,"L,3-4",36,36,3,9,2,0,0,3,0,0,10,0,0,0,0,0,0,0,0.239,0.324,0.409,0.732,6,11,L,S.McClanahan(52),NYY
3074,161,Oct 2,False,TBR,"L,2-12",35,32,2,4,0,1,1,2,3,0,13,0,0,0,1,1,0,0,0.238,0.323,0.408,0.731,6,9,R,S.Baz(54),NYY
3075,162,Oct 3,False,TBR,"W,1-0",30,27,1,4,0,0,0,1,2,0,5,1,0,0,0,2,0,0,0.237,0.322,0.407,0.729,4,11,R,M.Wacha(66),NYY
3076,1,Apr 1,False,HOU,"L,1-8",35,30,1,6,2,0,0,1,3,0,10,1,0,1,0,2,1,0,0.2,0.286,0.267,0.552,7,10,R,Z.Greinke(70),OAK
3077,2,Apr 2,False,HOU,"L,5-9",39,33,5,8,1,1,1,5,3,0,7,2,0,1,0,1,0,0,0.222,0.311,0.349,0.66,7,12,R,C.Javier(51),OAK
3078,3,Apr 3,False,HOU,"L,1-9",35,29,1,3,0,0,0,1,5,0,11,1,0,0,1,2,0,0,0.185,0.294,0.272,0.565,7,10,R,L.McCullers(63),OAK
3079,4,Apr 4,False,HOU,"L,2-9",33,31,2,4,2,1,0,2,2,0,9,0,0,0,0,0,0,0,0.171,0.268,0.268,0.536,4,11,R,J.Urquidy(50),OAK
3080,5,Apr 5,False,LAD,"L,3-10",38,34,3,6,0,0,1,3,4,0,8,0,0,0,1,0,0,0,0.172,0.267,0.268,0.534,8,10,R,D.May(74),OAK
3081,6,Apr 6,False,LAD,"L,1-5",34,32,1,5,3,0,0,1,2,0,10,0,0,0,0,0,2,0,0.169,0.257,0.265,0.522,6,9,L,C.Kershaw(73),OAK
3082,7,Apr 7,False,LAD,"W,4-3",40,31,4,5,0,0,1,3,5,0,11,2,1,1,0,0,2,0,0.168,0.265,0.264,0.528,8,12,R,T.Bauer(69),OAK
3083,8,Apr 8,True,HOU,"L,2-6",37,33,2,6,2,0,0,2,4,0,10,0,0,0,0,0,0,0,0.17,0.266,0.261,0.526,8,12,R,C.Javier(66),OAK
3084,9,Apr 9,True,HOU,"W,6-2",39,33,6,7,0,0,3,6,4,0,9,1,1,0,0,0,0,1,0.175,0.271,0.287,0.558,6,9,R,L.McCullers(62),OAK
3085,10,Apr 10,True,HOU,"W,7-3",39,37,7,11,0,0,2,7,2,0,9,0,0,0,0,0,1,0,0.189,0.278,0.307,0.584,5,9,R,J.Urquidy(49),OAK
3086,11,Apr 12,True,ARI,"W,9-5",43,36,9,12,5,0,1,8,4,1,11,2,0,1,0,1,3,0,0.203,0.293,0.331,0.624,7,15,L,M.Bumgarner(28),OAK
3087,12,Apr 13,True,ARI,"W,7-5",41,39,7,11,0,1,3,7,2,0,14,0,0,0,0,0,1,0,0.211,0.295,0.354,0.649,7,18,R,Z.Gallen(58),OAK
3088,13,Apr 15,False,DET,"W,8-4",46,33,8,8,2,0,2,8,12,0,10,0,0,1,2,0,0,0,0.213,0.308,0.364,0.672,14,10,L,T.Skubal(53),OAK
3089,14,Apr 16,False,DET,"W,3-0",34,32,3,8,2,0,1,3,2,0,8,0,0,0,0,0,0,0,0.216,0.307,0.367,0.674,7,9,R,J.Urena(61),OAK
3090,15,Apr 17,False,DET,"W,7-0",36,30,7,8,0,1,3,6,4,0,8,2,0,0,0,1,1,0,0.219,0.312,0.383,0.696,5,9,R,C.Mize(37),OAK
3091,16,Apr 18,False,DET,"W,3-2",34,30,3,6,1,1,1,3,2,0,9,2,0,0,0,1,1,1,0.218,0.311,0.384,0.695,5,11,L,M.Boyd(66),OAK
3092,17,Apr 20 (1),False,MIN,"W,7-0",31,24,7,5,0,0,3,7,7,0,4,0,0,0,2,1,4,0,0.218,0.315,0.393,0.708,6,9,R,M.Shoemaker(28),OAK
3093,18,Apr 20 (2),False,MIN,"W,1-0",22,20,1,4,2,0,0,1,1,0,6,1,0,0,0,1,0,0,0.217,0.313,0.39,0.703,3,9,R,J.Berrios(59),OAK
3094,19,Apr 21,False,MIN,"W,13-12",47,41,13,13,2,0,3,9,3,0,6,2,0,1,2,1,2,1,0.224,0.318,0.403,0.721,5,11,R,K.Maeda(16),OAK
3095,20,Apr 23,True,BAL,"W,3-1",36,34,3,7,0,0,1,3,2,0,6,0,0,0,0,0,0,0,0.223,0.315,0.397,0.712,6,9,R,J.Lopez(39),OAK
3096,21,Apr 24,True,BAL,"W,7-2",42,36,7,9,2,0,1,7,5,0,9,1,0,0,0,0,0,0,0.224,0.317,0.397,0.714,8,9,L,W.LeBlanc(28),OAK
3097,22,Apr 25,True,BAL,"L,1-8",32,29,1,3,0,0,1,1,3,0,10,0,0,0,0,1,0,0,0.219,0.312,0.389,0.701,4,12,L,J.Means(68),OAK
3098,23,Apr 26,True,TBR,"W,2-1",33,27,2,3,1,0,1,2,4,0,11,2,0,0,0,1,0,1,0.215,0.31,0.384,0.695,4,10,L,R.Hill(68),OAK
3099,24,Apr 27,True,TBR,"L,3-4",36,34,3,8,1,0,1,3,1,0,6,0,0,1,0,0,0,0,0.216,0.308,0.383,0.691,6,11,R,M.Wacha(55),OAK
3100,25,Apr 28,True,TBR,"L,0-2",35,33,0,7,2,0,0,0,2,0,13,0,0,0,0,1,0,0,0.216,0.306,0.378,0.684,8,11,R,T.Glasnow(75),OAK
3101,26,Apr 29,True,TBR,"W,3-2",33,32,3,7,3,0,1,3,1,0,9,0,0,0,0,0,0,1,0.216,0.304,0.379,0.683,3,10,L,S.McClanahan(49),OAK
3102,27,Apr 30,False,BAL,"L,2-3",35,32,2,5,0,0,2,2,3,0,10,0,0,0,0,0,1,0,0.214,0.301,0.378,0.679,6,11,L,J.Means(71),OAK
3103,28,May 1,False,BAL,"L,4-8",40,35,4,8,1,0,2,4,5,0,6,0,0,0,0,0,1,0,0.214,0.302,0.38,0.682,9,10,R,M.Harvey(51),OAK
3104,29,May 2,False,BAL,"W,7-5",40,34,7,11,1,0,2,6,4,0,7,2,0,0,0,0,0,0,0.218,0.307,0.385,0.692,9,10,L,B.Zimmermann(38),OAK
3105,30,May 3,False,TOR,"W,5-4",36,31,5,9,3,0,2,5,4,0,8,1,0,0,0,1,0,0,0.221,0.309,0.392,0.701,7,10,L,S.Matz(38),OAK
3106,31,May 4,False,TOR,"W,4-1",34,29,4,6,1,0,1,4,4,0,9,1,0,0,0,1,0,0,0.22,0.31,0.39,0.7,6,10,L,A.Kay(40),OAK
3107,32,May 5,False,TOR,"L,4-9",36,34,4,7,2,0,2,4,2,0,12,0,0,0,0,0,0,0,0.22,0.308,0.392,0.7,5,10,L,R.Ray(57),OAK
3108,33,May 6,False,TOR,"L,4-10",35,30,4,6,1,0,1,4,5,0,7,0,0,0,0,3,0,0,0.219,0.308,0.39,0.698,4,9,L,H.Ryu(44),OAK
3109,34,May 7,False,TBR,"W,2-1",34,31,2,7,1,0,1,2,2,0,8,1,0,0,0,1,1,1,0.219,0.308,0.389,0.697,6,10,L,R.Hill(70),OAK
3110,35,May 8,False,TBR,"W,6-3",37,31,6,6,2,0,2,5,6,0,12,0,0,0,1,0,1,0,0.219,0.308,0.391,0.699,7,11,R,T.Glasnow(60),OAK
3111,36,May 9,False,TBR,"L,3-4",36,32,3,7,0,1,0,3,4,0,10,0,0,0,0,1,0,0,0.219,0.308,0.388,0.696,6,10,L,S.McClanahan(45),OAK
3112,37,May 11,True,BOS,"W,3-2",36,33,3,7,1,0,0,3,3,0,8,0,0,0,0,1,0,0,0.219,0.307,0.384,0.691,6,9,R,N.Eovaldi(66),OAK
3113,38,May 12,True,BOS,"W,4-1",35,34,4,8,4,0,1,3,1,0,12,0,0,0,0,0,0,0,0.219,0.306,0.386,0.692,4,10,L,E.Rodriguez(50),OAK
3114,39,May 13,True,BOS,"L,1-8",37,32,1,8,4,0,0,1,4,0,6,1,0,0,0,2,0,0,0.22,0.307,0.385,0.693,9,12,R,G.Richards(63),OAK
3115,40,May 14,True,MIN,"W,6-1",38,34,6,7,1,0,4,6,4,0,9,0,0,0,0,0,0,0,0.219,0.307,0.391,0.697,5,11,R,M.Shoemaker(44),OAK
3116,41,May 15,True,MIN,"L,4-5",36,35,4,9,3,0,2,4,0,0,9,0,1,0,0,0,0,0,0.22,0.306,0.394,0.7,5,12,R,J.Berrios(51),OAK
3117,42,May 16,True,MIN,"W,7-6",42,37,7,12,3,0,0,5,4,0,9,0,0,1,0,2,0,0,0.223,0.308,0.394,0.702,8,10,R,K.Maeda(31),OAK
3118,43,May 18,False,HOU,"W,6-5",39,31,6,8,2,0,3,6,6,1,10,0,0,2,0,1,0,0,0.224,0.309,0.399,0.708,7,9,R,C.Javier(58),OAK
3119,44,May 19,False,HOU,"L,1-8",31,31,1,4,1,0,0,1,0,0,10,0,0,0,1,1,0,0,0.222,0.305,0.394,0.699,3,13,R,Z.Greinke(78),OAK
3120,45,May 20,False,HOU,"L,4-8",39,34,4,8,2,0,3,4,4,0,10,1,0,0,0,1,0,0,0.222,0.306,0.398,0.704,8,11,R,L.Garcia(58),OAK
3121,46,May 21,True,LAA,"W,8-4",43,37,8,13,4,0,4,8,6,0,7,0,0,0,2,2,0,0,0.226,0.31,0.407,0.717,8,9,L,J.Quintana(45),OAK
3122,47,May 22,True,LAA,"W,6-2",40,34,6,9,3,1,3,5,4,1,3,1,0,1,1,2,0,0,0.226,0.311,0.413,0.724,7,12,L,P.Sandoval(52),OAK
3123,48,May 23,True,LAA,"L,5-6",39,34,5,9,0,1,2,4,4,0,11,0,1,0,0,0,0,1,0.227,0.311,0.415,0.727,7,11,R,D.Bundy(32),OAK
3124,49,May 24,False,SEA,"L,2-4",34,30,2,5,1,0,1,2,4,0,9,0,0,0,0,2,0,0,0.226,0.31,0.413,0.723,5,11,L,Y.Kikuchi(61),OAK
3125,50,May 25,False,SEA,"L,3-4",38,35,3,8,4,0,0,2,2,0,9,1,0,0,0,0,0,0,0.226,0.31,0.412,0.721,8,9,R,L.Gilbert(50),OAK
3126,51,May 26,False,SEA,"W,6-3",36,27,6,8,1,0,1,6,6,0,5,1,0,2,0,2,0,0,0.227,0.312,0.412,0.724,6,9,R,R.Dugger(28),OAK
3127,52,May 27,False,LAA,"W,5-0",38,31,5,10,1,0,0,4,6,0,8,0,0,1,0,3,0,0,0.229,0.314,0.411,0.725,9,11,L,P.Sandoval(59),OAK
3128,53,May 28,False,LAA,"W,3-1",33,25,3,5,0,0,0,2,5,0,7,1,1,1,0,1,0,1,0.229,0.315,0.408,0.723,6,10,R,S.Ohtani(55),OAK
3129,54,May 29,False,LAA,"L,0-4",29,27,0,3,0,0,0,0,2,0,9,0,0,0,0,2,0,0,0.227,0.313,0.403,0.716,2,11,R,A.Cobb(77),OAK
3130,55,May 30,False,LAA,"L,2-4",37,31,2,4,3,0,0,2,5,0,13,0,0,1,1,0,1,0,0.225,0.311,0.4,0.711,8,10,L,J.Quintana(52),OAK
3131,56,May 31,True,SEA,"L,5-6",42,38,5,10,5,0,0,4,2,0,12,1,0,1,0,1,0,0,0.226,0.311,0.4,0.711,7,12,R,L.Gilbert(58),OAK
3132,57,Jun 1,True,SEA,"W,12-6",46,38,12,13,5,0,2,12,6,0,9,1,0,1,0,0,0,0,0.228,0.314,0.405,0.719,7,9,L,M.Gonzales(59),OAK
3133,58,Jun 2,True,SEA,"W,6-0",38,37,6,10,2,0,1,6,1,0,7,0,0,0,0,0,0,0,0.229,0.313,0.405,0.718,5,11,R,C.Flexen(40),OAK
3134,59,Jun 4,True,COL,"W,9-5",44,37,9,12,5,0,2,9,6,0,3,0,0,1,0,1,0,0,0.231,0.315,0.409,0.725,8,15,R,J.Gray(27),OAK
3135,60,Jun 5,True,COL,"W,6-3",40,35,6,12,1,1,2,5,2,1,5,1,1,1,0,1,0,0,0.233,0.317,0.413,0.729,7,14,L,K.Freeland(27),OAK
3136,61,Jun 6,True,COL,"L,1-3",36,34,1,8,3,0,0,1,1,0,11,0,1,0,1,1,1,0,0.233,0.316,0.411,0.727,8,15,R,G.Marquez(65),OAK
3137,62,Jun 8,False,ARI,"W,5-2",35,30,5,6,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0.232,0.316,0.408,0.724,6,11,R,J.Duplantier(40),OAK
3138,63,Jun 9,False,ARI,"W,4-0",34,28,4,6,1,1,0,4,5,0,9,0,0,1,0,1,0,0,0.232,0.316,0.407,0.722,6,10,R,M.Peacock(35),OAK
3139,64,Jun 10,False,KCR,"L,1-6",30,29,1,3,0,0,1,1,1,0,10,0,0,0,1,0,0,0,0.23,0.313,0.404,0.717,2,9,L,M.Minor(74),OAK
3140,65,Jun 11,False,KCR,"W,4-3",35,33,4,8,4,0,1,4,2,1,9,0,0,0,1,1,0,0,0.231,0.313,0.405,0.718,6,9,R,B.Singer(56),OAK
3141,66,Jun 12,False,KCR,"W,11-2",44,36,11,14,2,0,3,11,6,0,8,0,0,2,0,0,0,0,0.233,0.316,0.41,0.725,9,9,R,J.Kowar(26),OAK
3142,67,Jun 13,False,KCR,"W,6-3",36,32,6,9,2,0,3,6,4,0,6,0,0,0,0,0,0,0,0.234,0.316,0.413,0.729,6,9,L,K.Bubic(32),OAK
3143,68,Jun 14,False,LAA,"W,8-5",42,31,8,9,3,0,1,8,6,0,9,4,0,1,0,1,0,0,0.235,0.319,0.414,0.732,10,12,R,D.Bundy(20),OAK
3144,69,Jun 15,False,LAA,"W,6-4",36,31,6,8,3,0,1,6,4,0,7,0,0,1,0,0,0,0,0.235,0.319,0.414,0.733,6,10,L,A.Heaney(50),OAK
3145,70,Jun 16,False,LAA,"W,8-4",38,34,8,10,0,0,1,7,3,1,6,1,0,0,0,0,0,0,0.236,0.32,0.414,0.733,6,11,R,G.Canning(53),OAK
3146,71,Jun 18,True,NYY,"W,5-3",39,36,5,9,1,0,2,5,1,0,10,2,0,0,0,0,0,0,0.236,0.319,0.414,0.734,7,11,R,J.Taillon(52),OAK
3147,72,Jun 19,True,NYY,"L,5-7",41,37,5,10,0,0,2,5,4,0,14,0,0,0,0,0,2,0,0.237,0.32,0.415,0.734,9,11,R,D.German(36),OAK
3148,73,Jun 20,True,NYY,"L,1-2",34,29,1,4,0,1,1,1,5,0,8,0,0,0,0,0,0,0,0.236,0.319,0.413,0.732,6,13,L,J.Montgomery(62),OAK
3149,74,Jun 21,True,TEX,"L,3-8",39,34,3,7,2,0,1,2,5,0,4,0,0,0,1,0,1,0,0.235,0.319,0.412,0.731,9,11,R,K.Gibson(50),OAK
3150,75,Jun 22,True,TEX,"W,13-6",46,41,13,15,4,1,2,13,5,0,10,0,0,0,0,0,0,0,0.237,0.321,0.417,0.737,6,9,L,T.Hearn(31),OAK
3151,76,Jun 23,True,TEX,"L,3-5",38,36,3,10,2,0,1,3,0,0,5,1,1,0,0,0,0,0,0.238,0.32,0.417,0.737,8,12,R,M.Foltynewicz(57),OAK
3152,77,Jun 24,True,TEX,"W,5-1",40,37,5,10,2,0,1,4,3,0,6,0,0,0,0,0,1,0,0.238,0.321,0.416,0.737,8,10,L,K.Allard(41),OAK
3153,78,Jun 25,True,SFG,"L,0-2",36,34,0,6,1,0,0,0,1,0,9,1,0,0,1,0,0,0,0.238,0.319,0.414,0.733,9,13,R,J.Cueto(72),OAK
3154,79,Jun 26,True,SFG,"L,5-6",39,35,5,6,0,0,1,4,2,0,9,1,0,1,0,0,0,0,0.237,0.318,0.411,0.73,4,18,L,A.Wood(61),OAK
3155,80,Jun 27,True,SFG,"W,6-2",42,34,6,7,0,0,0,6,4,0,6,2,1,1,1,0,2,0,0.236,0.318,0.409,0.727,9,11,L,S.Long(43),OAK
3156,81,Jun 29,False,TEX,"L,4-5",36,34,4,7,2,0,3,4,2,0,9,0,0,0,0,0,0,0,0.236,0.317,0.41,0.728,5,10,R,M.Foltynewicz(66),OAK
3157,82,Jun 30,False,TEX,"W,3-1",30,28,3,5,0,0,1,3,1,0,7,0,0,1,0,0,1,0,0.235,0.316,0.409,0.725,3,11,L,K.Allard(56),OAK
3158,83,Jul 1,False,TEX,"L,3-8",38,32,3,5,3,0,0,2,3,0,8,3,0,0,0,1,0,0,0.234,0.316,0.407,0.723,8,11,R,D.Dunning(58),OAK
3159,84,Jul 2,False,BOS,"L,2-3",35,33,2,4,0,0,2,2,2,0,11,0,0,0,1,1,0,0,0.233,0.314,0.406,0.72,3,12,L,E.Rodriguez(74),OAK
3160,85,Jul 3,False,BOS,"W,7-6",55,45,7,15,3,1,0,7,7,2,4,1,1,1,0,0,0,0,0.235,0.316,0.407,0.723,14,12,R,G.Richards(48),OAK
3161,86,Jul 4,False,BOS,"L,0-1",34,31,0,4,0,0,0,0,3,0,11,0,0,0,0,0,2,0,0.233,0.315,0.403,0.718,7,11,R,N.Pivetta(81),OAK
3162,87,Jul 6,True,HOU,"L,6-9",38,36,6,11,4,0,0,5,2,0,10,0,0,0,0,1,2,0,0.234,0.315,0.404,0.719,5,11,L,F.Valdez(29),OAK
3163,88,Jul 7,True,HOU,"L,3-4",36,32,3,5,1,0,2,2,4,0,10,0,0,0,2,0,1,0,0.233,0.315,0.403,0.718,6,11,R,L.Garcia(64),OAK
3164,89,Jul 8,True,HOU,"W,2-1",38,36,2,8,3,0,0,2,2,0,10,0,0,0,1,0,0,0,0.233,0.314,0.402,0.716,9,9,R,L.McCullers(61),OAK
3165,90,Jul 9,True,TEX,"L,2-3",36,32,2,7,2,0,0,2,4,0,7,0,0,0,0,0,0,0,0.233,0.314,0.401,0.715,7,11,R,J.Lyles(52),OAK
3166,91,Jul 10,True,TEX,"W,8-4",44,41,8,9,2,0,4,7,1,0,10,1,1,0,1,1,1,0,0.233,0.313,0.403,0.716,3,11,R,M.Foltynewicz(57),OAK
3167,92,Jul 11,True,TEX,"W,4-1",33,33,4,6,1,0,4,4,0,0,5,0,0,0,1,0,0,1,0.232,0.312,0.405,0.717,2,11,L,K.Allard(49),OAK
3168,93,Jul 16,False,CLE,"W,5-4",40,37,5,12,3,0,2,5,3,0,11,0,0,0,0,0,0,0,0.234,0.313,0.407,0.719,10,10,R,E.Morgan(46),OAK
3169,94,Jul 17,False,CLE,"L,2-3",38,32,2,7,2,0,0,2,3,0,10,2,0,1,0,1,1,0,0.233,0.313,0.406,0.718,9,11,R,C.Quantrill(58),OAK
3170,95,Jul 18,False,CLE,"L,2-4",32,30,2,4,1,0,1,1,1,0,8,1,0,0,0,0,0,0,0.232,0.311,0.404,0.716,3,9,R,Z.Plesac(58),OAK
3171,96,Jul 19,False,LAA,"W,4-1",34,31,4,7,2,0,2,4,3,0,10,0,0,0,0,0,1,0,0.232,0.311,0.405,0.716,6,11,R,S.Ohtani(73),OAK
3172,97,Jul 20,False,LAA,"W,6-0",34,30,6,8,1,0,1,5,1,1,8,1,1,1,0,0,0,0,0.233,0.311,0.405,0.716,4,10,L,J.Suarez(50),OAK
3173,98,Jul 22,True,SEA,"W,4-1",45,36,4,11,3,0,0,4,6,0,4,1,1,1,0,0,2,0,0.234,0.312,0.405,0.717,14,11,R,C.Flexen(47),OAK
3174,99,Jul 23,True,SEA,"L,3-4",36,32,3,7,1,0,2,3,3,0,18,1,0,0,0,1,0,1,0.233,0.312,0.405,0.717,6,11,L,Y.Kikuchi(59),OAK
3175,100,Jul 24,True,SEA,"L,4-5",35,33,4,6,1,0,1,4,2,0,11,0,0,0,1,1,0,0,0.233,0.312,0.404,0.716,4,9,R,L.Gilbert(40),OAK
3176,101,Jul 25,True,SEA,"L,3-4",36,33,3,7,1,0,2,3,2,0,7,1,0,0,0,0,1,0,0.233,0.311,0.404,0.715,6,12,L,M.Gonzales(53),OAK
3177,102,Jul 27,True,SDP,"L,4-7",37,35,4,11,4,0,1,4,1,0,8,0,0,1,0,2,0,0,0.233,0.311,0.405,0.717,6,15,R,C.Paddack(47),OAK
3178,103,Jul 28,True,SDP,"W,10-4",43,36,10,11,1,0,1,8,5,0,9,0,1,1,1,0,1,1,0.234,0.312,0.406,0.718,6,16,L,B.Snell(17),OAK
3179,104,Jul 29,True,LAA,"W,4-0",38,31,4,4,1,0,0,3,5,0,9,2,0,0,2,0,2,0,0.233,0.312,0.403,0.715,7,10,R,D.Bundy(45),OAK
