,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
340,18,Apr 21,True,MIA,"L,0-3",31,30,0,4,1,0,0,0,1,0,9,0,0,0,0,0,1,0,0.218,0.276,0.363,0.639,4,14,L,T.Rogers(76),BAL,L,0,3,0.0,0.0,1.0,MIA,BAL,2021-04-21,20210421,,"BAL, MIA",BAL@MIA,20210421|BAL@MIA|1,BAL at MIA on 2021-04-21
341,19,Apr 23,False,OAK,"L,1-3",38,37,1,10,1,0,0,1,1,0,10,0,0,0,0,0,0,0,0.222,0.277,0.359,0.636,10,9,L,C.Irvin(53),BAL,L,1,3,0.0,1.0,0.0,BAL,OAK,2021-04-23,20210423,,"BAL, OAK",OAK@BAL,20210423|OAK@BAL|1,OAK at BAL on 2021-04-23
342,20,Apr 24,False,OAK,"L,2-7",37,36,2,10,3,0,0,2,1,0,9,0,0,0,0,0,0,0,0.225,0.278,0.359,0.637,8,9,R,C.Bassitt(55),BAL,L,2,7,0.0,1.0,0.0,BAL,OAK,2021-04-24,20210424,,"BAL, OAK",OAK@BAL,20210424|OAK@BAL|1,OAK at BAL on 2021-04-24
343,21,Apr 25,False,OAK,"W,8-1",40,33,8,9,1,0,3,7,7,0,9,0,0,0,0,0,1,1,0.227,0.284,0.369,0.654,8,9,L,J.Luzardo(54),BAL,W,8,1,1.0,1.0,0.0,BAL,OAK,2021-04-25,20210425,,"BAL, OAK",OAK@BAL,20210425|OAK@BAL|1,OAK at BAL on 2021-04-25
344,22,Apr 26,False,NYY,"W,4-2",35,31,4,8,4,0,2,3,3,0,7,1,0,0,0,1,0,0,0.228,0.287,0.378,0.665,7,11,R,D.Garcia(49),BAL,W,4,2,1.0,1.0,0.0,BAL,NYY,2021-04-26,20210426,,"BAL, NYY",NYY@BAL,20210426|NYY@BAL|1,NYY at BAL on 2021-04-26
345,23,Apr 27,False,NYY,"L,1-5",37,33,1,7,1,0,0,1,3,0,8,1,0,0,0,1,0,0,0.227,0.287,0.373,0.66,9,10,R,C.Kluber(61),BAL,L,1,5,0.0,1.0,0.0,BAL,NYY,2021-04-27,20210427,,"BAL, NYY",NYY@BAL,20210427|NYY@BAL|1,NYY at BAL on 2021-04-27
346,24,Apr 28,False,NYY,"L,0-7",31,30,0,4,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0.224,0.283,0.364,0.646,4,10,R,D.German(76),BAL,L,0,7,0.0,1.0,0.0,BAL,NYY,2021-04-28,20210428,,"BAL, NYY",NYY@BAL,20210428|NYY@BAL|1,NYY at BAL on 2021-04-28
347,25,Apr 29,False,NYY,"W,4-3",37,32,4,7,1,0,1,4,2,0,8,0,2,1,0,1,0,0,0.224,0.282,0.363,0.645,4,9,L,J.Montgomery(47),BAL,W,4,3,1.0,1.0,0.0,BAL,NYY,2021-04-29,20210429,,"BAL, NYY",NYY@BAL,20210429|NYY@BAL|1,NYY at BAL on 2021-04-29
348,26,Apr 30,True,OAK,"W,3-2",35,33,3,8,1,0,2,3,2,0,8,0,0,0,0,1,0,0,0.224,0.282,0.366,0.648,5,9,R,M.Fiers(49),BAL,W,3,2,1.0,0.0,1.0,OAK,BAL,2021-04-30,20210430,,"BAL, OAK",BAL@OAK,20210430|BAL@OAK|1,BAL at OAK on 2021-04-30
349,27,May 1,True,OAK,"W,8-4",40,35,8,10,0,0,1,6,4,0,3,0,0,1,1,2,0,0,0.227,0.285,0.366,0.651,5,10,L,J.Luzardo(30),BAL,W,8,4,1.0,0.0,1.0,OAK,BAL,2021-05-01,20210501,,"BAL, OAK",BAL@OAK,20210501|BAL@OAK|1,BAL at OAK on 2021-05-01
350,28,May 2,True,OAK,"L,5-7",40,38,5,10,3,0,1,5,2,0,7,0,0,0,0,0,0,0,0.228,0.285,0.369,0.654,8,10,L,S.Manaea(42),BAL,L,5,7,0.0,0.0,1.0,OAK,BAL,2021-05-02,20210502,,"BAL, OAK",BAL@OAK,20210502|BAL@OAK|1,BAL at OAK on 2021-05-02
351,29,May 3,True,SEA,"W,5-3",38,35,5,8,4,0,2,5,3,0,9,0,0,0,0,0,0,0,0.228,0.286,0.374,0.66,6,9,R,E.Swanson(59),BAL,W,5,3,1.0,0.0,1.0,SEA,BAL,2021-05-03,20210503,,"BAL, SEA",BAL@SEA,20210503|BAL@SEA|1,BAL at SEA on 2021-05-03
352,30,May 4,True,SEA,"L,2-5",41,34,2,7,0,0,1,2,6,0,9,1,0,0,0,0,1,0,0.228,0.288,0.371,0.659,12,10,R,J.Dunn(60),BAL,L,2,5,0.0,0.0,1.0,SEA,BAL,2021-05-04,20210504,,"BAL, SEA",BAL@SEA,20210504|BAL@SEA|1,BAL at SEA on 2021-05-04
353,31,May 5,True,SEA,"W,6-0",35,34,6,8,0,0,2,6,1,0,9,0,0,0,0,0,0,0,0.228,0.287,0.373,0.659,2,10,L,Y.Kikuchi(61),BAL,W,6,0,1.0,0.0,1.0,SEA,BAL,2021-05-05,20210505,,"BAL, SEA",BAL@SEA,20210505|BAL@SEA|1,BAL at SEA on 2021-05-05
354,32,May 7,False,BOS,"L,2-6",39,36,2,11,3,0,1,2,3,0,5,0,0,0,1,1,0,1,0.23,0.289,0.376,0.665,10,11,L,E.Rodriguez(48),BAL,L,2,6,0.0,1.0,0.0,BAL,BOS,2021-05-07,20210507,,"BAL, BOS",BOS@BAL,20210507|BOS@BAL|1,BOS at BAL on 2021-05-07
355,33,May 8,False,BOS,"L,6-11",39,34,6,9,2,0,1,6,2,0,8,3,0,0,0,2,1,0,0.231,0.291,0.377,0.668,6,10,R,G.Richards(49),BAL,L,6,11,0.0,1.0,0.0,BAL,BOS,2021-05-08,20210508,,"BAL, BOS",BOS@BAL,20210508|BOS@BAL|1,BOS at BAL on 2021-05-08
356,34,May 9,False,BOS,"L,3-4",36,30,3,4,1,0,1,3,5,0,4,1,0,0,0,0,0,0,0.229,0.291,0.374,0.665,6,10,R,N.Pivetta(57),BAL,L,3,4,0.0,1.0,0.0,BAL,BOS,2021-05-09,20210509,,"BAL, BOS",BOS@BAL,20210509|BOS@BAL|1,BOS at BAL on 2021-05-09
357,35,May 10,False,BOS,"W,4-1",34,31,4,9,0,1,2,4,2,0,7,0,0,1,0,1,0,0,0.231,0.292,0.379,0.671,6,10,L,M.Perez(58),BAL,W,4,1,1.0,1.0,0.0,BAL,BOS,2021-05-10,20210510,,"BAL, BOS",BOS@BAL,20210510|BOS@BAL|1,BOS at BAL on 2021-05-10
358,36,May 11,True,NYM,"L,2-3",38,33,2,8,0,1,0,2,3,1,8,0,1,1,0,0,0,0,0.231,0.292,0.377,0.669,9,16,R,M.Stroman(62),BAL,L,2,3,0.0,0.0,1.0,NYM,BAL,2021-05-11,20210511,,"BAL, NYM",BAL@NYM,20210511|BAL@NYM|1,BAL at NYM on 2021-05-11
359,37,May 12,True,NYM,"L,1-7",36,31,1,5,1,0,0,1,5,0,5,0,0,0,0,1,0,0,0.229,0.292,0.372,0.664,8,14,R,T.Walker(66),BAL,L,1,7,0.0,0.0,1.0,NYM,BAL,2021-05-12,20210512,,"BAL, NYM",BAL@NYM,20210512|BAL@NYM|1,BAL at NYM on 2021-05-12
360,38,May 14,False,NYY,"L,4-5",35,33,4,9,3,0,1,4,2,0,7,0,0,0,0,1,1,1,0.23,0.292,0.374,0.666,4,10,R,C.Kluber(46),BAL,L,4,5,0.0,1.0,0.0,BAL,NYY,2021-05-14,20210514,,"BAL, NYY",NYY@BAL,20210514|NYY@BAL|1,NYY at BAL on 2021-05-14
361,39,May 15,False,NYY,"L,2-8",33,31,2,7,1,0,0,2,2,0,7,0,0,0,0,3,0,0,0.23,0.292,0.371,0.663,4,12,R,D.German(64),BAL,L,2,8,0.0,1.0,0.0,BAL,NYY,2021-05-15,20210515,,"BAL, NYY",NYY@BAL,20210515|NYY@BAL|1,NYY at BAL on 2021-05-15
362,40,May 16,False,NYY,"W,10-6",41,34,10,11,5,0,1,10,6,0,5,0,0,1,0,0,1,0,0.233,0.295,0.376,0.671,7,9,L,J.Montgomery(29),BAL,W,10,6,1.0,1.0,0.0,BAL,NYY,2021-05-16,20210516,,"BAL, NYY",NYY@BAL,20210516|NYY@BAL|1,NYY at BAL on 2021-05-16
363,41,May 18,False,TBR,"L,6-13",43,36,6,9,1,0,0,6,6,0,13,1,0,0,0,0,0,0,0.233,0.297,0.374,0.671,10,11,R,L.Patino(36),BAL,L,6,13,0.0,1.0,0.0,BAL,TBR,2021-05-18,20210518,,"BAL, TBR",TBR@BAL,20210518|TBR@BAL|1,TBR at BAL on 2021-05-18
364,42,May 19,False,TBR,"L,7-9",41,38,7,11,1,1,3,7,3,0,7,0,0,0,1,0,0,1,0.234,0.299,0.38,0.678,7,11,L,R.Yarbrough(40),BAL,L,7,9,0.0,1.0,0.0,BAL,TBR,2021-05-19,20210519,,"BAL, TBR",TBR@BAL,20210519|TBR@BAL|1,TBR at BAL on 2021-05-19
365,43,May 20,False,TBR,"L,1-10",35,28,1,2,0,0,1,1,6,0,7,1,0,0,1,1,0,0,0.231,0.298,0.376,0.674,7,11,L,R.Hill(64),BAL,L,1,10,0.0,1.0,0.0,BAL,TBR,2021-05-20,20210520,,"BAL, TBR",TBR@BAL,20210520|TBR@BAL|1,TBR at BAL on 2021-05-20
366,44,May 21,True,WSN,"L,2-4",33,29,2,4,2,0,1,2,4,0,7,0,0,0,0,1,0,0,0.229,0.297,0.375,0.671,4,12,R,S.Strasburg(66),BAL,L,2,4,0.0,0.0,1.0,WSN,BAL,2021-05-21,20210521,,"BAL, WSN",BAL@WSN,20210521|BAL@WSN|1,BAL at WSN on 2021-05-21
367,45,May 22,True,WSN,"L,9-12",42,38,9,12,5,0,2,9,4,0,11,0,0,0,0,1,0,0,0.232,0.299,0.381,0.679,6,15,L,J.Lester(29),BAL,L,9,12,0.0,0.0,1.0,WSN,BAL,2021-05-22,20210522,,"BAL, WSN",BAL@WSN,20210522|BAL@WSN|1,BAL at WSN on 2021-05-22
368,46,May 23,True,WSN,"L,5-6",40,34,5,13,3,0,0,5,3,1,7,0,2,1,0,3,0,0,0.235,0.301,0.383,0.684,8,14,L,P.Corbin(32),BAL,L,5,6,0.0,0.0,1.0,WSN,BAL,2021-05-23,20210523,,"BAL, WSN",BAL@WSN,20210523|BAL@WSN|1,BAL at WSN on 2021-05-23
369,47,May 24,True,MIN,"L,3-8",37,35,3,9,3,0,1,3,2,0,7,0,0,0,0,0,2,0,0.235,0.301,0.384,0.685,7,9,R,M.Shoemaker(59),BAL,L,3,8,0.0,0.0,1.0,MIN,BAL,2021-05-24,20210524,,"BAL, MIN",BAL@MIN,20210524|BAL@MIN|1,BAL at MIN on 2021-05-24
370,48,May 25,True,MIN,"L,4-7",42,38,4,10,4,0,1,4,3,0,8,1,0,0,1,0,0,0,0.236,0.302,0.385,0.687,11,10,R,J.Berrios(52),BAL,L,4,7,0.0,0.0,1.0,MIN,BAL,2021-05-25,20210525,,"BAL, MIN",BAL@MIN,20210525|BAL@MIN|1,BAL at MIN on 2021-05-25
371,49,May 26,True,MIN,"L,2-3",34,31,2,5,3,0,1,2,3,0,11,0,0,0,0,0,0,1,0.235,0.301,0.384,0.685,5,10,R,M.Pineda(68),BAL,L,2,3,0.0,0.0,1.0,MIN,BAL,2021-05-26,20210526,,"BAL, MIN",BAL@MIN,20210526|BAL@MIN|1,BAL at MIN on 2021-05-26
372,50,May 27,True,CHW,"L,1-5",36,32,1,5,1,0,1,1,2,0,16,2,0,0,0,0,1,0,0.233,0.3,0.382,0.682,8,10,R,D.Cease(68),BAL,L,1,5,0.0,0.0,1.0,CHW,BAL,2021-05-27,20210527,,"BAL, CHW",BAL@CHW,20210527|BAL@CHW|1,BAL at CHW on 2021-05-27
373,51,May 29 (1),True,CHW,"L,4-7",29,28,4,8,2,1,3,4,1,0,6,0,0,0,0,1,0,0,0.234,0.3,0.389,0.689,4,11,L,D.Keuchel(36),BAL,L,4,7,0.0,0.0,1.0,CHW,BAL,2021-05-29,20210529,1,"BAL, CHW",BAL@CHW,20210529|BAL@CHW|1,"BAL at CHW on 2021-05-29, Game 1"
374,52,May 29 (2),True,CHW,"L,1-3",29,25,1,4,1,0,0,1,2,0,11,1,0,0,0,0,1,0,0.233,0.299,0.386,0.685,7,10,R,L.Lynn(68),BAL,L,1,3,0.0,0.0,1.0,CHW,BAL,2021-05-29,20210529,2,"BAL, CHW",BAL@CHW,20210529|BAL@CHW|2,"BAL at CHW on 2021-05-29, Game 2"
375,53,May 30,True,CHW,"L,1-3",33,30,1,3,0,1,1,1,3,0,12,0,0,0,0,0,1,0,0.231,0.297,0.384,0.681,5,9,R,L.Giolito(76),BAL,L,1,3,0.0,0.0,1.0,CHW,BAL,2021-05-30,20210530,,"BAL, CHW",BAL@CHW,20210530|BAL@CHW|1,BAL at CHW on 2021-05-30
376,54,May 31,False,MIN,"L,2-3",36,35,2,6,2,0,1,2,1,0,9,0,0,0,0,1,0,0,0.23,0.295,0.382,0.678,4,11,R,J.Berrios(74),BAL,L,2,3,0.0,1.0,0.0,BAL,MIN,2021-05-31,20210531,,"BAL, MIN",MIN@BAL,20210531|MIN@BAL|1,MIN at BAL on 2021-05-31
377,55,Jun 1,False,MIN,"W,7-4",36,32,7,10,1,1,2,7,4,0,4,0,0,0,0,2,2,0,0.231,0.297,0.386,0.683,5,10,R,M.Pineda(26),BAL,W,7,4,1.0,1.0,0.0,BAL,MIN,2021-06-01,20210601,,"BAL, MIN",MIN@BAL,20210601|MIN@BAL|1,MIN at BAL on 2021-06-01
378,56,Jun 2,False,MIN,"W,6-3",38,33,6,11,2,0,2,5,4,0,5,1,0,0,0,1,0,0,0.233,0.299,0.39,0.689,8,10,R,R.Dobnak(42),BAL,W,6,3,1.0,1.0,0.0,BAL,MIN,2021-06-02,20210602,,"BAL, MIN",MIN@BAL,20210602|MIN@BAL|1,MIN at BAL on 2021-06-02
379,57,Jun 4,False,CLE,"W,3-1",32,28,3,7,1,0,1,3,3,1,7,0,0,1,0,2,0,0,0.233,0.3,0.39,0.689,5,10,R,J.Mejia(56),BAL,W,3,1,1.0,1.0,0.0,BAL,CLE,2021-06-04,20210604,,"BAL, CLE",CLE@BAL,20210604|CLE@BAL|1,CLE at BAL on 2021-06-04
380,58,Jun 5,False,CLE,"L,4-10",39,38,4,11,1,0,3,4,0,0,8,1,0,0,0,0,0,0,0.234,0.3,0.393,0.693,8,9,R,A.Civale(46),BAL,L,4,10,0.0,1.0,0.0,BAL,CLE,2021-06-05,20210605,,"BAL, CLE",CLE@BAL,20210605|CLE@BAL|1,CLE at BAL on 2021-06-05
381,59,Jun 6,False,CLE,"W,18-5",47,43,18,21,3,0,2,16,3,0,6,1,0,0,0,2,0,0,0.24,0.305,0.399,0.704,5,11,R,C.Quantrill(21),BAL,W,18,5,1.0,1.0,0.0,BAL,CLE,2021-06-06,20210606,,"BAL, CLE",CLE@BAL,20210606|CLE@BAL|1,CLE at BAL on 2021-06-06
382,60,Jun 8,False,NYM,"W,10-3",42,39,10,16,7,0,2,10,3,0,9,0,0,0,0,1,0,0,0.243,0.308,0.406,0.714,8,10,L,D.Peterson(29),BAL,W,10,3,1.0,1.0,0.0,BAL,NYM,2021-06-08,20210608,,"BAL, NYM",NYM@BAL,20210608|NYM@BAL|1,NYM at BAL on 2021-06-08
383,61,Jun 9,False,NYM,"L,1-14",33,32,1,6,1,0,0,1,1,0,10,0,0,0,0,1,0,0,0.242,0.306,0.403,0.709,5,10,R,T.Walker(71),BAL,L,1,14,0.0,1.0,0.0,BAL,NYM,2021-06-09,20210609,,"BAL, NYM",NYM@BAL,20210609|NYM@BAL|1,NYM at BAL on 2021-06-09
384,62,Jun 11,True,TBR,"L,2-4",33,31,2,4,1,0,1,2,2,0,8,0,0,0,0,0,0,0,0.241,0.304,0.401,0.705,4,9,L,R.Yarbrough(62),BAL,L,2,4,0.0,0.0,1.0,TBR,BAL,2021-06-11,20210611,,"BAL, TBR",BAL@TBR,20210611|BAL@TBR|1,BAL at TBR on 2021-06-11
385,63,Jun 12,True,TBR,"L,4-5",34,31,4,6,0,0,1,4,3,0,11,0,0,0,0,2,1,0,0.24,0.304,0.399,0.703,3,9,L,R.Hill(42),BAL,L,4,5,0.0,0.0,1.0,TBR,BAL,2021-06-12,20210612,,"BAL, TBR",BAL@TBR,20210612|BAL@TBR|1,BAL at TBR on 2021-06-12
386,64,Jun 13,True,TBR,"L,1-7",30,26,1,2,0,0,0,1,2,0,7,1,1,0,0,1,0,1,0.238,0.302,0.395,0.698,2,9,R,M.Wacha(47),BAL,L,1,7,0.0,0.0,1.0,TBR,BAL,2021-06-13,20210613,,"BAL, TBR",BAL@TBR,20210613|BAL@TBR|1,BAL at TBR on 2021-06-13
387,65,Jun 14,True,CLE,"L,3-4",34,30,3,5,1,0,0,3,4,0,11,0,0,0,0,2,2,0,0.237,0.302,0.393,0.694,4,10,R,J.Mejia(48),BAL,L,3,4,0.0,0.0,1.0,CLE,BAL,2021-06-14,20210614,,"BAL, CLE",BAL@CLE,20210614|BAL@CLE|1,BAL at CLE on 2021-06-14
388,66,Jun 15,True,CLE,"L,2-7",35,34,2,7,2,0,0,2,1,0,14,0,0,0,1,1,0,0,0.236,0.301,0.391,0.691,6,9,R,C.Quantrill(56),BAL,L,2,7,0.0,0.0,1.0,CLE,BAL,2021-06-15,20210615,,"BAL, CLE",BAL@CLE,20210615|BAL@CLE|1,BAL at CLE on 2021-06-15
389,67,Jun 16,True,CLE,"L,7-8",42,38,7,12,2,0,1,7,3,0,9,1,0,0,0,1,0,1,0.238,0.302,0.392,0.694,8,11,R,A.Civale(29),BAL,L,7,8,0.0,0.0,1.0,CLE,BAL,2021-06-16,20210616,,"BAL, CLE",BAL@CLE,20210616|BAL@CLE|1,BAL at CLE on 2021-06-16
390,68,Jun 17,True,CLE,"L,3-10",38,35,3,8,1,0,2,3,0,0,13,2,0,0,0,0,0,0,0.238,0.301,0.392,0.694,8,9,R,E.Morgan(44),BAL,L,3,10,0.0,0.0,1.0,CLE,BAL,2021-06-17,20210617,,"BAL, CLE",BAL@CLE,20210617|BAL@CLE|1,BAL at CLE on 2021-06-17
391,69,Jun 18,False,TOR,"W,7-1",39,35,7,12,1,0,2,7,2,0,9,2,0,0,0,1,1,0,0.239,0.303,0.395,0.698,8,10,L,R.Ray(46),BAL,W,7,1,1.0,1.0,0.0,BAL,TOR,2021-06-18,20210618,,"BAL, TOR",TOR@BAL,20210618|TOR@BAL|1,TOR at BAL on 2021-06-18
392,70,Jun 19,False,TOR,"L,7-10",39,36,7,9,0,0,6,7,2,0,12,1,0,0,0,0,0,0,0.239,0.303,0.4,0.703,5,11,R,A.Manoah(37),BAL,L,7,10,0.0,1.0,0.0,BAL,TOR,2021-06-19,20210619,,"BAL, TOR",TOR@BAL,20210619|TOR@BAL|1,TOR at BAL on 2021-06-19
393,71,Jun 20,False,TOR,"L,4-7",34,31,4,5,0,0,3,4,2,0,5,1,0,0,0,1,0,0,0.238,0.302,0.401,0.703,3,9,L,H.Ryu(70),BAL,L,4,7,0.0,1.0,0.0,BAL,TOR,2021-06-20,20210620,,"BAL, TOR",TOR@BAL,20210620|TOR@BAL|1,TOR at BAL on 2021-06-20
394,72,Jun 21,False,HOU,"L,2-10",32,30,2,2,0,0,1,2,1,0,15,1,0,0,0,0,0,0,0.236,0.3,0.398,0.698,3,10,R,J.Odorizzi(75),BAL,L,2,10,0.0,1.0,0.0,BAL,HOU,2021-06-21,20210621,,"BAL, HOU",HOU@BAL,20210621|HOU@BAL|1,HOU at BAL on 2021-06-21
395,73,Jun 22,False,HOU,"L,1-3",32,30,1,6,1,0,0,1,1,0,8,0,0,1,0,2,0,0,0.236,0.299,0.396,0.695,4,11,R,Z.Greinke(67),BAL,L,1,3,0.0,1.0,0.0,BAL,HOU,2021-06-22,20210622,,"BAL, HOU",HOU@BAL,20210622|HOU@BAL|1,HOU at BAL on 2021-06-22
396,74,Jun 23,False,HOU,"L,0-13",34,31,0,6,2,0,0,0,3,0,7,0,0,0,0,2,0,0,0.235,0.299,0.394,0.693,7,12,R,J.Urquidy(76),BAL,L,0,13,0.0,1.0,0.0,BAL,HOU,2021-06-23,20210623,,"BAL, HOU",HOU@BAL,20210623|HOU@BAL|1,HOU at BAL on 2021-06-23
397,75,Jun 24,True,TOR,"L,0-9",37,34,0,7,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0.235,0.298,0.392,0.69,10,10,L,A.Kay(63),BAL,L,0,9,0.0,0.0,1.0,TOR,BAL,2021-06-24,20210624,,"BAL, TOR",BAL@TOR,20210624|BAL@TOR|1,BAL at TOR on 2021-06-24
398,76,Jun 25,True,TOR,"W,6-5",45,38,6,8,2,0,0,5,7,0,10,0,0,0,1,1,0,0,0.234,0.299,0.39,0.689,9,11,R,A.Manoah(66),BAL,W,6,5,1.0,0.0,1.0,TOR,BAL,2021-06-25,20210625,,"BAL, TOR",BAL@TOR,20210625|BAL@TOR|1,BAL at TOR on 2021-06-25
399,77,Jun 26,True,TOR,"L,4-12",35,33,4,7,2,0,0,4,2,0,5,0,0,0,0,1,0,0,0.234,0.298,0.388,0.687,4,10,L,H.Ryu(45),BAL,L,4,12,0.0,0.0,1.0,TOR,BAL,2021-06-26,20210626,,"BAL, TOR",BAL@TOR,20210626|BAL@TOR|1,BAL at TOR on 2021-06-26
400,78,Jun 27,True,TOR,"L,2-5",37,34,2,7,1,0,1,2,3,0,8,0,0,0,0,1,0,0,0.234,0.298,0.388,0.686,8,11,R,R.Stripling(49),BAL,L,2,5,0.0,0.0,1.0,TOR,BAL,2021-06-27,20210627,,"BAL, TOR",BAL@TOR,20210627|BAL@TOR|1,BAL at TOR on 2021-06-27
401,79,Jun 28,True,HOU,"W,9-7",45,41,9,15,2,0,2,9,4,0,10,0,0,0,0,1,2,0,0.236,0.3,0.39,0.69,9,9,R,Z.Greinke(42),BAL,W,9,7,1.0,0.0,1.0,HOU,BAL,2021-06-28,20210628,,"BAL, HOU",BAL@HOU,20210628|BAL@HOU|1,BAL at HOU on 2021-06-28
